,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,license,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,created_at,conda_latest_release_published_at,updated_at,conda_total_downloads,release_count,projectrank_placing,dockerhub_id,docs_url,labels,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url
14,networkx,networkx/networkx,graph,,{},850.0,Python package for creating and manipulating complex networks.,22,False,networkx,conda-forge/networkx,,460784.0,460784.0,https://pypi.org/project/networkx,272123656.0,272618134.0,https://anaconda.org/conda-forge/networkx,2020-08-23 19:28:59.969,2025-12-08 17:32:15.937,2025-12-08 17:32:15.937000,35602441.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,
15,Keras,keras-team/keras,ml-frameworks,,{},1552.0,Deep Learning for Python.,21,False,keras,conda-forge/keras,,308374.0,308374.0,https://pypi.org/project/keras,17755378.0,17828243.0,https://anaconda.org/conda-forge/keras,2020-06-25 19:13:32.150,2026-07-30 13:59:39.561,2026-07-30 13:59:39.561000,5392011.0,52.0,1.0,,https://keras.io,['tensorflow'],,,,,,,,,,,,,,,,,,
16,Seaborn,mwaskom/seaborn,data-viz,,{},217.0,Statistical data visualization.,21,False,seaborn,conda-forge/seaborn,,718770.0,718770.0,https://pypi.org/project/seaborn,35437488.0,35687913.0,https://anaconda.org/conda-forge/seaborn,2020-06-11 12:34:59.562,2025-04-22 14:56:26.328,2025-04-22 14:56:26.328000,18531494.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,
17,Altair,altair-viz/altair,data-viz,,{},200.0,Altair: A declarative statistical visualization library for Python.,21,False,altair,conda-forge/altair,,249641.0,249641.0,https://pypi.org/project/altair,52993820.0,53060613.0,https://anaconda.org/conda-forge/altair,2021-12-29 16:43:13.728,2026-06-25 09:08:16.682,2026-06-25 09:08:16.682000,3740422.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,
18,pyproj,pyproj4/pyproj,geospatial-data,,{},82.0,Python interface to PROJ library.,21,False,pyproj,conda-forge/pyproj,MIT,49968.0,49968.0,https://pypi.org/project/pyproj,25661438.0,25866472.0,https://anaconda.org/conda-forge/pyproj,2020-07-28 04:30:26.055,2026-08-10 09:08:02.355,2026-08-10 09:08:02.355000,14967530.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,
19,mlflow,mlflow/mlflow,ml-experiments,,{},1160.0,MLflow is an open source platform for the machine learning lifecycle.,21,False,mlflow,conda-forge/mlflow,,69317.0,69317.0,https://pypi.org/project/mlflow,41716139.0,41787465.0,https://anaconda.org/conda-forge/mlflow,2020-06-25 18:11:47.672,2026-08-26 10:40:04.182,2026-08-26 10:40:04.182000,5278188.0,124.0,1.0,,,,,,,,,,,,,,,,,,,,,
20,dask,dask/dask,distributed-ml,,{},656.0,Parallel PyData with Task Scheduling.,21,False,dask,conda-forge/dask,,80319.0,80319.0,https://pypi.org/project/dask,28663951.0,28899281.0,https://anaconda.org/conda-forge/dask,2020-05-27 04:42:11.739,2026-07-14 19:10:02.983,2026-07-14 19:10:02.983000,17649758.0,210.0,1.0,,,,,,,,,,,,,stable/dask,,,,,,,,
21,Ray,ray-project/ray,distributed-ml,,{},1706.0,Ray is a fast and simple framework for building and running distributed applications.,21,False,ray,conda-forge/ray-tune,,29441.0,29441.0,https://pypi.org/project/ray,57765945.0,57784342.0,https://anaconda.org/conda-forge/ray-tune,2020-12-10 16:27:52.723,2026-08-26 07:46:31.601,2026-08-26 07:46:31.601000,1251012.0,79.0,1.0,,,,,,,,,,,,,,,,,,,,,
22,SymPy,sympy/sympy,others,,{},1508.0,Python library for symbolic mathematics.,21,False,sympy,conda-forge/sympy,,309860.0,309860.0,https://pypi.org/project/sympy,170041571.0,170257276.0,https://anaconda.org/conda-forge/sympy,2020-05-24 15:55:07.810,2026-02-24 17:00:41.277,2026-02-24 17:00:41.277000,16177907.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,
23,wandb client,wandb/client,ml-experiments,,{},251.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",21,False,wandb,conda-forge/wandb,,90144.0,90144.0,https://pypi.org/project/wandb,26097627.0,26121537.0,https://anaconda.org/conda-forge/wandb,2020-07-28 19:00:23.555,2026-08-17 21:59:15.492,2026-08-17 21:59:15.492000,1745466.0,112.0,1.0,,,,,,,,,,,,,,,,,,,,,
24,sentence-transformers,UKPLab/sentence-transformers,nlp,,{},289.0,Sentence Embeddings using BERT / RoBERTa / XLNet.,21,False,sentence-transformers,conda-forge/sentence-transformers,,140214.0,140214.0,https://pypi.org/project/sentence-transformers,32707570.0,32737809.0,https://anaconda.org/conda-forge/sentence-transformers,2020-09-18 19:41:05.496,2026-08-18 16:03:44.738,2026-08-18 16:03:44.738000,2147004.0,51.0,1.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
25,accelerate,huggingface/accelerate,pytorch-utils,,{},426.0,Training loop of PyTorch without boilerplate code.,21,False,accelerate,conda-forge/accelerate,,117895.0,117895.0,https://pypi.org/project/accelerate,25552645.0,25582930.0,https://anaconda.org/conda-forge/accelerate,2021-10-11 19:33:54.475,2026-06-12 15:26:42.843,2026-06-12 15:26:42.843000,1756560.0,64.0,1.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
26,sentencepiece,google/sentencepiece,nlp,,{},117.0,Unsupervised text tokenizer for Neural Network-based text generation.,20,False,sentencepiece,conda-forge/sentencepiece,,130847.0,130847.0,https://pypi.org/project/sentencepiece,37467113.0,37498736.0,https://anaconda.org/conda-forge/sentencepiece,2020-07-09 18:30:01.986,2026-08-21 10:25:28.125,2026-08-21 10:25:28.125000,2308521.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,
27,transformers,huggingface/transformers,nlp,,{},4090.0,State-of-the-art Natural Language Processing for TensorFlow 2.0 and PyTorch.,20,False,transformers,conda-forge/transformers,,433116.0,433116.0,https://pypi.org/project/transformers,,67997.0,https://anaconda.org/conda-forge/transformers,2020-07-21 09:47:14.490,2026-08-26 18:41:47.006,2026-08-26 18:41:47.006000,4963836.0,197.0,1.0,,,"['pytorch', 'tensorflow']",,,,,,-32.0,,,,,,,,,,,,
28,scikit-image,scikit-image/scikit-image,image,,{},651.0,Image processing in Python.,20,False,scikit-image,conda-forge/scikit-image,,247773.0,247773.0,https://pypi.org/project/scikit-image,26598916.0,26750050.0,https://anaconda.org/conda-forge/scikit-image,2020-06-09 21:49:09.288,2025-12-25 22:03:47.378,2025-12-25 22:03:47.378000,11183937.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,
29,Bokeh,bokeh/bokeh,data-viz,,{},738.0,Statistical and novel interactive HTML plots for Python.,20,False,bokeh,conda-forge/bokeh,,105984.0,105984.0,https://pypi.org/project/bokeh,8168006.0,8450571.0,https://anaconda.org/conda-forge/bokeh,2020-06-16 00:40:01.624,2026-08-19 13:07:16.399,2026-08-19 13:07:16.399000,20909822.0,78.0,1.0,,,,,,,,,,,,,,,,,,,,,
30,Tensorboard,tensorflow/tensorboard,ml-experiments,,{},336.0,TensorFlows Visualization Toolkit.,20,False,tensorboard,conda-forge/tensorboard,,340244.0,340244.0,https://pypi.org/project/tensorboard,25225877.0,25334690.0,https://anaconda.org/conda-forge/tensorboard,2020-06-22 10:06:52.606,2026-05-24 17:36:10.396,2026-05-24 17:36:10.396000,8052215.0,45.0,1.0,,,['tensorflow'],,,,,,,,,,,,,,,,,,
31,dash,plotly/dash,data-viz,,{},221.0,A Python framework for building reactive web-apps. Developed by Plotly.,20,False,dash,conda-forge/dash,,91062.0,91062.0,https://pypi.org/project/dash,8810461.0,8845603.0,https://anaconda.org/conda-forge/dash,2020-06-21 21:47:00.236,2026-07-22 05:14:16.153,2026-07-22 05:14:16.153000,2600558.0,126.0,1.0,,,,,,,,,,,,,,,,,,,,,
32,Shapely,shapely/shapely,geospatial-data,,{},175.0,Python package for manipulation and analysis of geometric objects in the Cartesian plane.,20,False,shapely,conda-forge/shapely,,123684.0,123684.0,https://pypi.org/project/shapely,77138029.0,77404689.0,https://anaconda.org/conda-forge/shapely,2020-08-21 06:18:37.778,2025-11-07 14:27:39.980,2025-11-07 14:27:39.980000,19199540.0,36.0,1.0,,,,,,,,,,,,,,,,,,,,,
33,einops,arogozhnikov/einops,ml-frameworks,,{},38.0,A new flavour of deep learning operations.,19,False,einops,conda-forge/einops,,91088.0,91088.0,https://pypi.org/project/einops,27140856.0,27152691.0,https://anaconda.org/conda-forge/einops,2020-10-15 20:10:16.939,2026-01-26 11:30:26.666,2026-01-26 11:30:26.666000,828506.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,
34,gensim,RaRe-Technologies/gensim,nlp,,{},464.0,Topic Modelling for Humans.,19,False,gensim,conda-forge/gensim,,78879.0,78879.0,https://pypi.org/project/gensim,4522853.0,4556980.0,https://anaconda.org/conda-forge/gensim,2021-03-31 07:19:16.610,2026-03-18 20:01:38.726,2026-03-18 20:01:38.726000,2218306.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,
35,nltk,nltk/nltk,nlp,,{},518.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,19,False,nltk,conda-forge/nltk,,422438.0,422438.0,https://pypi.org/project/nltk,,64427.0,https://anaconda.org/conda-forge/nltk,2021-03-23 13:25:58.880,2026-08-16 01:44:08.443,2026-08-16 01:44:08.443000,4187762.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,
36,PyTorch Image Models,rwightman/pytorch-image-models,image,,{},201.0,(Unofficial) PyTorch Image Models.,19,False,timm,conda-forge/timm,,66154.0,66154.0,https://pypi.org/project/timm,15493860.0,15504049.0,https://anaconda.org/conda-forge/timm,2020-07-18 18:44:49.142,2026-07-16 02:58:41.608,2026-07-16 02:58:41.608000,743862.0,47.0,1.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
37,imageio,imageio/imageio,image,,{},131.0,A Python library for reading and writing image data.,19,False,imageio,conda-forge/imageio,,190033.0,190033.0,https://pypi.org/project/imageio,41210883.0,41354817.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:23.772,2025-04-22 14:56:30.839,2025-04-22 14:56:30.839000,10507189.0,52.0,1.0,,,,,,,,,,,,,,,,,,,,,
38,shap,slundberg/shap,interpretability,,{},323.0,A unified approach to explain the output of any machine learning model.,19,False,shap,conda-forge/shap,,37899.0,37899.0,https://pypi.org/project/shap,15230330.0,15379661.0,https://anaconda.org/conda-forge/shap,2020-12-16 18:34:09.024,2026-06-12 18:46:58.089,2026-06-12 18:46:58.089000,10154559.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,
39,GeoPandas,geopandas/geopandas,geospatial-data,,{},266.0,Geographic pandas extensions.,19,False,geopandas,conda-forge/geopandas,,63300.0,63300.0,https://pypi.org/project/geopandas,17682471.0,17789001.0,https://anaconda.org/conda-forge/geopandas,2020-06-24 14:59:24.383,2026-06-26 20:58:44.934,2026-06-26 20:58:44.934000,7883229.0,44.0,1.0,,,['pandas'],,,,,,,,,,,,,,,,,,
40,Rasterio,rasterio/rasterio,geospatial-data,,{},185.0,Rasterio reads and writes geospatial raster datasets.,19,False,rasterio,conda-forge/rasterio,,20589.0,20589.0,https://pypi.org/project/rasterio,6966124.0,7081207.0,https://anaconda.org/conda-forge/rasterio,2021-01-25 19:58:39.144,2026-08-09 22:38:17.456,2026-08-09 22:38:17.456000,7710616.0,88.0,1.0,,,,,,,,,,,,,,,,,,,,,
41,Optuna,optuna/optuna,hyperopt,,{},397.0,A hyperparameter optimization framework.,19,False,optuna,conda-forge/optuna,,33411.0,33411.0,https://pypi.org/project/optuna,18546886.0,18604358.0,https://anaconda.org/conda-forge/optuna,2020-06-01 09:17:12.717,2026-06-01 10:52:13.216,2026-06-01 10:52:13.216000,4252969.0,46.0,1.0,,,,,,,,,,,,,,,,,,,,,
42,dask.distributed,dask/distributed,distributed-ml,,{},351.0,Distributed scheduler for Dask.,19,False,distributed,conda-forge/distributed,,43031.0,43031.0,https://pypi.org/project/distributed,7598218.0,7945809.0,https://anaconda.org/conda-forge/distributed,2020-05-27 03:49:13.707,2026-08-27 20:46:16.705,2026-08-27 20:46:16.705000,26069346.0,233.0,1.0,,,,,,,,,,,,,,,,,,,,,
43,onnx,onnx/onnx,model-serialisation,,{},414.0,Open Neural Network Exchange library.,19,False,onnx,conda-forge/onnx,,54040.0,54040.0,https://pypi.org/project/onnx,18020564.0,18066052.0,https://anaconda.org/conda-forge/onnx,2020-06-03 11:32:32.173,2026-06-23 19:00:35.296,2026-06-23 19:00:35.296000,3366151.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,
44,Streamlit,streamlit/streamlit,others,,{},338.0,,19,False,streamlit,,,1015589.0,1015589.0,https://pypi.org/project/streamlit,29836894.0,29836894.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,Graphviz,xflr6/graphviz,data-viz,,{},24.0,Simple Python interface for Graphviz.,19,False,graphviz,anaconda/python-graphviz,,99952.0,99952.0,https://pypi.org/project/graphviz,56348544.0,56349102.0,https://anaconda.org/anaconda/python-graphviz,2017-04-12 21:55:43.107,2026-03-25 20:08:46.250,2026-03-25 20:08:46.250000,62518.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,
46,litellm,BerriAI/litellm,nlp,,{},1644.0,,19,False,litellm,,,28183.0,28183.0,https://pypi.org/project/litellm,707500997.0,707500997.0,,,,,,,1.0,,,others,,,,,,,,,,,,,,,,,,
47,patsy,pydata/patsy,probabilistics,,{},25.0,Describing statistical models in Python using symbolic formulas.,19,False,patsy,conda-forge/patsy,,131108.0,131108.0,https://pypi.org/project/patsy,35689525.0,36096744.0,https://anaconda.org/conda-forge/patsy,2021-09-26 14:43:30.160,2025-10-20 22:13:01.341,2025-10-20 22:13:01.341000,24025965.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,
48,pydeck,visgl/deck.gl,geospatial-data,,{},321.0,Widget for deck.gl maps.,19,False,pydeck,conda-forge/pydeck,,9651.0,9651.0,https://pypi.org/project/pydeck,26328848.0,27425387.0,https://anaconda.org/conda-forge/pydeck,2020-07-24 06:30:33.668,2026-07-03 03:15:08.148,2026-07-03 03:15:08.148000,1161701.0,16.0,1.0,,,['jupyter'],,,,,,,deck.gl,https://www.npmjs.com/package/deck.gl,1080626.0,,,,,,,,,
49,XGBoost,dmlc/xgboost,ml-frameworks,,{},703.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",18,False,xgboost,conda-forge/xgboost,,173132.0,173132.0,https://pypi.org/project/xgboost,,111931.0,https://anaconda.org/conda-forge/xgboost,2020-07-02 21:36:28.150,2026-08-20 00:30:29.570,2026-08-20 00:30:29.570000,8170977.0,45.0,1.0,,https://xgboost.readthedocs.io/en/latest/,,,,,,,,,,,,,,,,,,,
50,StatsModels,statsmodels/statsmodels,ml-frameworks,,{},564.0,Statistical computations and models for Python.,18,False,statsmodels,conda-forge/statsmodels,,185960.0,185960.0,https://pypi.org/project/statsmodels,,381192.0,https://anaconda.org/conda-forge/statsmodels,2020-06-12 12:09:15.928,2026-08-27 17:35:42.252,2026-08-27 17:35:42.252000,28208273.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,
51,Thinc,explosion/thinc,ml-frameworks,,{},68.0,thinc: a lightweight deep learning library.,18,False,thinc,conda-forge/thinc,,72933.0,72933.0,https://pypi.org/project/thinc,25732595.0,25803968.0,https://anaconda.org/conda-forge/thinc,2020-05-25 09:58:57.636,2026-03-24 12:17:35.079,2026-03-24 12:17:35.079000,5352997.0,66.0,1.0,,,,,,,,,,,,,,,,,,,,,
52,jax,google/jax,ml-frameworks,,{},1117.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",18,False,jax,conda-forge/jaxlib,,50957.0,50957.0,https://pypi.org/project/jax,,59875.0,https://anaconda.org/conda-forge/jaxlib,2020-06-16 01:44:03.567,2026-07-06 18:55:29.549,2026-07-06 18:55:29.549000,4430771.0,93.0,1.0,,,,,,,,,,,,,,,,,,,,,
53,Flax,google/flax,ml-frameworks,,{},306.0,Flax: A neural network library for JAX designed for flexibility.,18,False,flax,conda-forge/flax,,16773.0,16773.0,https://pypi.org/project/flax,4371092.0,4374402.0,https://anaconda.org/conda-forge/flax,2021-03-31 20:01:18.364,2026-07-21 05:36:54.150,2026-07-21 05:36:54.150000,215170.0,31.0,1.0,,,['jax'],,,,,,,,,,,,,,,,,,
54,MoviePy,Zulko/moviepy,image,,{},193.0,Video editing with Python.,18,False,moviepy,conda-forge/moviepy,,68870.0,68870.0,https://pypi.org/project/moviepy,6661576.0,6672235.0,https://anaconda.org/conda-forge/moviepy,2022-04-16 23:09:16.118,2026-02-01 17:50:06.530,2026-02-01 17:50:06.530000,554297.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,
55,folium,python-visualization/folium,geospatial-data,,{},196.0,Make beautiful maps with Leaflet.js and Python.,18,False,folium,conda-forge/folium,,66073.0,66073.0,https://pypi.org/project/folium,3448804.0,3547757.0,https://anaconda.org/conda-forge/folium,2021-01-06 21:06:07.776,2025-06-16 22:46:07.761,2025-06-16 22:46:07.761000,6629859.0,31.0,2.0,,,,,,,,,,,,,,,,,,,,,
56,Faiss,facebookresearch/faiss,nn-search,,{},343.0,A library for efficient similarity search and clustering of dense vectors.,18,False,pymilvus,conda-forge/faiss,,5023.0,5023.0,https://pypi.org/project/pymilvus,5835732.0,5891142.0,https://anaconda.org/conda-forge/faiss,2020-06-13 12:51:19.207,2026-08-12 02:39:26.284,2026-08-12 02:39:26.284000,4100412.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,
57,Pydub,jiaaro/pydub,audio,,{},96.0,Manipulate audio with a simple and easy high level interface.,18,False,pydub,conda-forge/pydub,,112665.0,112665.0,https://pypi.org/project/pydub,21849829.0,21854833.0,https://anaconda.org/conda-forge/pydub,2021-03-07 19:47:43.182,2025-04-22 14:56:58.184,2025-04-22 14:56:58.184000,325271.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
58,Wand,emcconville/wand,image,,{},113.0,"Wand is a ctypes-based simple ImageMagick binding for Python, supporting 2.7, 3.6+, and PyPy.",18,False,wand,conda-forge/wand,MIT,21512.0,21512.0,https://pypi.org/project/wand,1423172.0,1425888.0,https://anaconda.org/conda-forge/wand,2019-08-27 18:03:26.696,2025-04-22 14:57:10.980,2025-04-22 14:57:10.980000,228219.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,
59,audioread,beetbox/audioread,audio,,{},28.0,"Multi-library, cross-platform audio decoding.",18,False,audioread,conda-forge/audioread,,37050.0,37050.0,https://pypi.org/project/audioread,8800048.0,8823781.0,https://anaconda.org/conda-forge/audioread,2020-10-11 13:55:30.954,2026-08-10 09:45:04.104,2026-08-10 09:45:04.104000,1661343.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,
60,arviz,arviz-devs/arviz,interpretability,,{},196.0,Exploratory analysis of Bayesian models with Python.,18,False,arviz,conda-forge/arviz,,12009.0,12009.0,https://pypi.org/project/arviz,3500185.0,3538363.0,https://anaconda.org/conda-forge/arviz,2020-05-23 03:05:32.458,2026-08-16 16:52:08.302,2026-08-16 16:52:08.302000,2863385.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,
61,triton,openai/triton,model-serialisation,,{},664.0,,18,False,triton,,,88176.0,88176.0,https://pypi.org/project/triton,64716881.0,64716881.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,spaCy,explosion/spaCy,nlp,,{},782.0,Industrial-strength Natural Language Processing.,17,False,spacy,conda-forge/spacy,,146418.0,146418.0,https://pypi.org/project/spacy,,124145.0,https://anaconda.org/conda-forge/spacy,2020-06-17 09:17:51.026,2026-03-29 21:12:40.594,2026-03-29 21:12:40.594000,9186788.0,92.0,1.0,,,,,,,,,,,,,,,,,,,,,
63,TextBlob,sloria/TextBlob,nlp,,{},40.0,"Simple, Pythonic text processing. Sentiment analysis, part-of-speech tagging, noun phrase parsing, and more.",17,False,textblob,conda-forge/textblob,,61425.0,61425.0,https://pypi.org/project/textblob,3819120.0,4377752.0,https://anaconda.org/conda-forge/textblob,2026-07-28 15:10:43.197,2026-07-28 15:10:47.966,2026-07-28 15:10:47.966000,558632.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,
64,ftfy,rspeer/python-ftfy,nlp,,{},22.0,Fixes some problems with Unicode text after the fact.,17,False,ftfy,conda-forge/ftfy,,35990.0,35990.0,https://pypi.org/project/ftfy,16525288.0,16533926.0,https://anaconda.org/conda-forge/ftfy,2021-01-20 08:08:07.817,2025-04-22 14:56:35.312,2025-04-22 14:56:35.312000,578773.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,
65,ImageHash,JohannesBuchner/imagehash,image,,{},30.0,A Python Perceptual Image Hahsing Module.,17,False,ImageHash,conda-forge/imagehash,,18858.0,18858.0,https://pypi.org/project/ImageHash,5839129.0,5848529.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:47.916,2025-04-22 14:56:29.803,2025-04-22 14:56:29.803000,648626.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,
66,Kornia,kornia/kornia,image,,{},370.0,Kornia is a differentiable computer vision library for PyTorch.,17,False,kornia,conda-forge/kornia,,17862.0,17862.0,https://pypi.org/project/kornia,3260341.0,3264854.0,https://anaconda.org/conda-forge/kornia,2020-12-09 16:29:41.029,2025-11-08 13:20:35.488,2025-11-08 13:20:35.488000,306911.0,27.0,1.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
67,HoloViews,holoviz/holoviews,data-viz,,{},163.0,Stop plotting your data - annotate your data and let it visualize itself.,17,False,holoviews,conda-forge/holoviews,,16854.0,16854.0,https://pypi.org/project/holoviews,1860026.0,1909136.0,https://anaconda.org/conda-forge/holoviews,2020-06-23 16:07:32.048,2026-08-24 12:07:40.636,2026-08-24 12:07:40.636000,3626316.0,78.0,2.0,,,['jupyter'],,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,106.0,,,,,,,,,
68,PyVista,pyvista/pyvista,data-viz,,{},210.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,17,False,pyvista,conda-forge/pyvista,,6032.0,6032.0,https://pypi.org/project/pyvista,1441398.0,1457249.0,https://anaconda.org/conda-forge/pyvista,2020-06-02 20:15:44.310,2026-07-22 01:06:54.890,2026-07-22 01:06:54.890000,1173025.0,97.0,2.0,,,['jupyter'],,,,,,,,,,,,,,,,,,
69,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,{},568.0,Graph Neural Network Library for PyTorch.,17,False,torch-geometric,conda-forge/pytorch_geometric,,11502.0,11502.0,https://pypi.org/project/torch-geometric,1410177.0,1413599.0,https://anaconda.org/conda-forge/pytorch_geometric,2020-07-07 13:17:41.291,2026-07-21 06:53:45.431,2026-07-21 06:53:45.431000,249850.0,19.0,1.0,,,['pytorch'],,,,,,,,,,,,,,,,,,
70,geojson,jazzband/geojson,geospatial-data,,{},61.0,Python bindings and utilities for GeoJSON.,17,False,geojson,conda-forge/geojson,,21292.0,21292.0,https://pypi.org/project/geojson,4548908.0,4589447.0,https://anaconda.org/conda-forge/geojson,2023-02-16 15:57:16.750,2026-05-29 12:40:14.414,2026-05-29 12:40:14.414000,1702669.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,
71,Fiona,Toblerity/Fiona,geospatial-data,,{},78.0,Fiona reads and writes spatial data files.,17,False,fiona,conda-forge/fiona,,27650.0,27650.0,https://pypi.org/project/fiona,5436122.0,5594130.0,https://anaconda.org/conda-forge/fiona,2020-07-27 18:07:57.882,2025-12-29 23:44:48.634,2025-12-29 23:44:48.634000,11534630.0,51.0,2.0,,,,,,,,,,,,,,,,,,,,,
72,Hyperopt,hyperopt/hyperopt,hyperopt,,{},108.0,Distributed Asynchronous Hyper-parameter Optimization.,17,False,hyperopt,conda-forge/hyperopt,,22658.0,22658.0,https://pypi.org/project/hyperopt,2574524.0,2587703.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:11.589,2026-08-04 16:49:49.497,2026-08-04 16:49:49.497000,922581.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,
73,DVC,iterative/dvc,ml-experiments,,{},332.0,DVC tracks ML models and data sets.,17,False,dvc,conda-forge/dvc,,24742.0,24742.0,https://pypi.org/project/dvc,2695285.0,2746646.0,https://anaconda.org/conda-forge/dvc,2020-06-19 15:26:50.030,2026-03-31 06:31:23.617,2026-03-31 06:31:23.617000,3800744.0,340.0,1.0,,,,,,,,,,,,,,dvc,dvc,dvc,,,,,
